State,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
TX,MESQUITE,75150,2142272510,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/05/2009,89,95,100,100,68,78,100,98,100,95,64,68,61,63,,77,,,,,,,,,,,,
TX,GARLAND,75043,9728401010,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/19/2008,98,87,87,66,28,19,100,91,100,100,86,55,61,39,62,25,,61,19,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,GREENVILLE,75401,9034558191,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/10/2008,97,98,100,100,59,74,99,100,99,99,99,65,39,73,51,43,,35,15,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,STAFFORD,77477,8325327862,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/31/2008,97,98,100,96,4,3,95,99,99,100,100,81,70,84,70,61,,56,19,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77099,2814164663,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/09/2008,100,100,100,100,71,5,94,100,100,95,70,,,,,,,,,,,,,,,,,
TX,EL PASO,79903,9155328432,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/27/2009,97,99,100,100,79,84,100,100,100,100,100,65,48,71,60,68,,59,16,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,MISSOURI CITY,77489,2814377706,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/19/2008,100,96,100,100,100,98,100,100,100,100,100,100,83,95,96,95,,81,15,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77083,7137769993,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/21/2008,97,92,100,98,30,12,79,100,100,95,100,63,61,76,47,31,,60,,,,,,,TRUE,FALSE,FALSE,FALSE
TX,WESLACO,78596,9564472046,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/21/2009,85,71,100,100,60,21,100,100,98,95,100,38,35,40,72,27,,29,,,,,,,FALSE,FALSE,TRUE,FALSE
TX,KATY,77450,2816469546,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/21/2009,94,99,100,100,86,78,97,100,99,96,100,17,23,36,27,22,,9,8,11,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TX,SAN ANTONIO,78228,2106846600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/05/2009,85,77,93,100,88,92,98,88,100,99,89,53,62,68,68,76,,56,10,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,SAN ANTONIO,78230,2103085511,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/13/2009,100,100,100,100,96,97,100,100,100,95,100,38,19,62,,,,,7,9,FALSE,FALSE,FALSE,FALSE,,,,
TX,HOUSTON,77063,7133349920,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/15/2008,96,100,100,99,65,81,100,100,100,100,100,68,65,79,80,68,,52,14,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,MISSOURI CITY,77459,2819697043,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/16/2009,93,100,100,100,71,81,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,DALLAS,75220,2142215399,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/09/2009,80,96,95,80,17,8,94,100,100,100,96,,,,,,,,,,,,,,,,,
TX,WAXAHACHIE,75165,9729381000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/26/2009,80,97,99,100,76,90,97,100,100,100,85,62,38,63,46,47,,43,16,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,TYLER,75702,9035263477,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/21/2009,96,92,100,100,82,85,94,100,100,100,81,,,,,,,,,,,,,,,,,
TX,MESQUITE,75150,9722246100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/16/2009,77,93,100,100,87,84,97,100,98,100,100,42,31,35,27,28,,30,26,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
TX,HOUSTON,77074,7137772330,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/16/2009,99,98,100,100,99,95,100,100,100,100,100,45,27,40,44,10,,1,17,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
TX,SAN ANTONIO,78228,2106977200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/13/2009,74,100,100,100,71,79,94,100,100,95,97,46,32,34,,11,,,,,,,,,,,,
TX,COLLEGE STATION,77840,9796908399,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,03/03/2009,90,97,100,100,76,100,94,100,100,100,100,64,51,68,,,,,17,18,FALSE,FALSE,TRUE,FALSE,,,,
TX,PFLUGERVILLE,78660,5122522280,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/16/2009,100,100,100,100,100,96,94,100,100,95,92,,,,,,,,,,,,,,,,,
TX,AUSTIN,78746,5127731183,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/10/2009,89,97,100,93,47,68,100,100,99,100,97,38,30,30,38,28,,21,11,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,HOUSTON,77014,8329624948,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/10/2009,92,100,100,100,40,25,94,100,96,95,100,,,,,,,,,,,,,,,,,
TX,HOUSTON,77073,2815801540,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/03/2009,90,92,100,90,93,97,98,99,100,95,98,46,23,52,64,24,,34,15,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,KATY,77450,2813985510,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/12/2009,97,100,96,100,96,100,94,100,100,95,100,85,80,90,100,,,,,,,,,,FALSE,FALSE,,
TX,BRIDGEPORT,76426,9406833300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/23/2009,90,96,100,99,82,83,99,99,99,99,97,68,42,74,74,69,100,60,8,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,MESQUITE,75181,9725521534,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/10/2009,100,100,100,100,71,70,94,100,98,95,100,,,,,,,,,,,,,,,,,
TX,DALLAS,75252,9723867744,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/26/2009,85,98,99,63,83,90,89,97,99,96,96,47,31,51,43,37,,45,10,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,DALLAS,75254,4696880414,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/19/2009,55,77,93,90,68,65,94,100,92,96,100,,42,50,,,,,,,,,,,,,,
TX,DICKINSON,77539,8323436942,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,01/14/2009,75,98,100,100,64,35,94,98,100,95,100,39,,33,27,,,,4,24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,
TX,DALLAS,75247,2146781950,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/23/2009,95,99,100,100,86,82,100,100,100,100,100,68,45,75,82,60,,31,,,,,,,FALSE,FALSE,TRUE,FALSE
TX,LAREDO,78045,9567236903,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/04/2009,90,94,98,100,47,39,100,100,100,100,98,56,42,57,32,30,,44,12,21,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,FORT WORTH,76133,8172303847,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/27/2009,87,99,100,100,98,94,100,100,99,100,100,55,47,82,39,35,,52,8,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,THE WOODLANDS,77385,9367565800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/23/2009,96,94,100,100,63,83,96,100,98,99,100,50,59,63,46,50,85,41,11,23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,RICHMOND,77469,2812016088,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/23/2009,92,98,100,98,97,3,100,100,100,100,97,67,72,87,100,6,,84,8,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,EL PASO,79905,9155948070,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/09/2009,90,72,100,95,83,89,98,99,100,100,96,70,47,71,62,57,90,39,16,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,KATY,77449,2813984991,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/30/2009,94,94,100,98,97,98,100,100,100,100,53,32,31,27,34,42,,54,,,,,,,TRUE,FALSE,FALSE,FALSE
TX,HOUSTON,77074,7139887400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,01/21/2009,89,93,100,100,24,20,100,100,100,100,100,27,24,15,4,13,,0,13,11,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TX,KATY,77449,2814929000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/30/2009,100,94,100,100,68,73,100,100,100,100,100,59,48,58,63,47,,47,9,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,BEAUMONT,77703,4097678833,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/01/2009,89,75,98,69,49,43,76,86,75,73,93,51,42,46,36,34,,45,,,,,,,TRUE,FALSE,FALSE,FALSE
TX,ARLINGTON,76017,8177848800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/21/2009,69,48,100,98,78,85,68,96,100,100,93,28,24,31,17,15,,17,,,,,,,TRUE,TRUE,TRUE,TRUE
TX,ARLINGTON,76018,8175573149,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/08/2009,92,97,100,98,93,92,37,100,100,100,94,75,19,33,6,61,,24,9,8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
TX,GARLAND,75043,9722038517,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/31/2009,93,97,100,97,69,90,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,CORPUS CHRISTI,78410,3619330101,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/13/2009,92,94,100,100,69,65,100,99,100,100,95,41,32,48,34,46,99,36,11,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,ALICE,78332,3616684511,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/21/2009,78,79,99,99,36,39,97,99,99,99,100,52,38,50,27,31,,36,8,11,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
TX,ODESSA,79762,4326178125,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/15/2009,91,99,100,100,67,71,98,100,100,100,100,42,36,54,43,35,75,37,13,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,MCALLEN,78501,9566681000,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,04/30/2009,97,93,100,100,42,53,100,99,100,100,97,71,41,65,66,51,,53,13,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,PLANO,75093,9726125370,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/14/2009,90,100,100,99,100,100,100,93,100,95,99,76,94,84,93,100,,75,8,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77068,2814441789,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/03/2009,87,97,100,98,77,81,100,97,100,100,97,55,74,66,75,44,,49,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77036,7133045851,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/02/2009,98,98,100,100,79,49,94,100,100,95,100,59,38,64,89,59,,47,12,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77080,7136813500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/05/2009,96,88,100,99,86,84,100,99,100,100,99,58,41,51,46,42,,13,,,,,,,TRUE,FALSE,TRUE,TRUE
TX,HOUSTON,77079,2815960700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/08/2009,85,87,100,100,61,58,100,100,100,95,100,37,17,43,56,17,,12,,,,,,,FALSE,FALSE,TRUE,TRUE
TX,DILLEY,78017,8309652034,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,03/19/2009,93,98,100,76,31,17,96,100,98,100,90,,,,12,4,,23,10,34,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
TX,HOUSTON,77083,2812770265,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/24/2009,95,92,99,100,71,100,94,100,98,95,100,,,,,,,,,,,,,,,,,
TX,SUGAR LAND,77478,2812650095,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/20/2009,95,90,99,100,71,70,94,85,98,95,100,48,,41,,,,,,,,,,,,,,
TX,PLANO,75024,9726188001,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/09/2009,82,99,100,100,72,89,99,100,100,100,100,46,53,60,66,52,,26,10,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TX,DALLAS,75238,2143492800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/12/2009,91,97,98,85,61,8,94,100,98,95,91,35,66,59,25,62,,47,20,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
TX,BEDFORD,76022,8172858515,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/16/2009,100,100,100,100,95,100,94,100,100,100,100,,,,,,,,,,,,,,,,,
TX,MESQUITE,75181,4695471980,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/02/2009,85,91,100,94,91,86,98,99,100,95,97,46,34,51,18,15,,26,17,11,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
TX,ALICE,78332,3616680353,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,06/10/2009,92,100,100,100,48,86,100,100,100,95,100,,,,,,,,,,,,,,,,,
TX,EDCOUCH,78538,9562627445,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/03/2009,97,92,100,100,45,66,97,100,96,96,98,60,47,65,66,37,,34,8,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,EDINBURG,78539,9566835115,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/20/2009,98,100,95,100,75,83,97,100,100,95,100,34,25,53,53,11,,25,,,,,,,FALSE,FALSE,TRUE,FALSE
TX,PEARLAND,77584,7135896416,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/23/2009,96,99,100,100,100,95,100,99,100,95,99,55,50,47,37,44,,32,7,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,HARLINGEN,78552,9562302805,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/05/2009,63,98,99,99,57,65,100,99,100,100,96,56,53,63,61,54,,37,17,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,DALLAS,75229,9722419996,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/11/2009,96,97,100,98,85,90,95,100,100,98,95,54,32,58,24,48,,44,12,15,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
TX,RICHARDSON,75081,9723315703,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/16/2009,83,100,100,100,100,100,100,100,100,95,100,41,13,38,28,42,,0,,,,,,,TRUE,TRUE,TRUE,TRUE
TX,MC ALLEN,78504,9566311022,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/23/2009,89,96,100,100,85,76,82,100,93,93,100,68,43,76,62,1,,,,,,,,,FALSE,FALSE,,
TX,HOUSTON,77071,8328789976,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/08/2009,92,60,100,96,71,67,94,96,100,95,100,,,,,,,,,,,,,,,,,
TX,HOUSTON,77014,2815370004,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/13/2009,97,99,100,100,69,65,100,100,100,100,100,40,44,54,47,25,,42,16,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,SUGAR LAND,77479,2816507014,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/21/2009,100,100,100,100,77,62,94,97,100,95,100,80,78,90,95,,,,,,,,,,FALSE,FALSE,,
TX,LEWISVILLE,75077,4694643282,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/07/2009,91,98,100,96,84,78,100,100,100,100,100,26,27,24,21,5,,15,,,,,,,TRUE,TRUE,TRUE,TRUE
TX,RICHARDSON,75081,9722345646,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/24/2009,100,94,100,100,100,97,94,100,100,95,97,,,,,,,,,,,,,,,,,
TX,GREENVILLE,75401,9035775666,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/06/2009,90,94,100,100,83,87,81,93,100,81,99,63,61,87,38,33,,49,3,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,STAFFORD,77477,2812323555,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,07/21/2009,100,100,100,100,100,100,94,100,100,100,100,48,42,42,64,52,,,18,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
TX,GARLAND,75043,9722408600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/24/2009,96,97,100,100,88,96,99,99,100,99,98,34,36,23,35,23,,17,16,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
TX,HOUSTON,77095,2814634113,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/08/2009,87,95,100,91,38,50,94,100,100,95,100,,,,,,,,41,4,FALSE,FALSE,TRUE,TRUE,,,,
TX,FORT WORTH,76123,8173617040,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/08/2009,78,96,99,100,71,85,94,100,93,96,100,,,,,,,,,,,,,,,,,
TX,DALLAS,75220,2143500075,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/10/2009,86,97,100,100,92,92,97,100,100,100,97,28,33,7,40,3,,19,21,24,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
TX,HOUSTON,77036,7139880600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/16/2009,98,93,100,100,97,94,100,100,99,97,100,76,54,88,84,75,,63,8,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,SUGAR LAND,77478,8327660919,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/08/2009,92,91,100,100,97,98,99,99,100,100,97,38,40,29,48,39,73,35,8,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TX,RICHMOND,77469,2812392403,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/31/2009,98,100,99,100,99,97,94,100,100,95,99,71,47,90,82,59,,89,6,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,LA FERIA,78559,9567974290,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/31/2009,91,68,100,100,50,57,84,100,87,72,96,37,41,35,30,31,,20,10,14,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
TX,SAN ANTONIO,78213,2103661125,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/20/2009,90,90,100,100,46,47,100,98,100,100,97,33,28,43,33,28,69,30,14,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
TX,HOUSTON,77027,7135724663,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/16/2009,92,97,100,95,96,98,88,97,98,93,83,50,41,44,31,42,,17,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TX,SUGAR LAND,77478,2815610264,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/06/2009,100,100,98,96,36,21,94,98,100,95,100,40,27,47,11,17,,79,,,,,,,TRUE,TRUE,FALSE,FALSE
TX,DALLAS,75243,2143420300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/15/2009,87,100,100,100,71,96,94,100,100,95,96,,,,,,,,,,,,,,,,,
TX,DALLAS,75247,9723318130,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/18/2009,87,93,98,100,70,50,94,98,100,52,93,34,39,34,45,30,,14,,,,,,,TRUE,FALSE,TRUE,TRUE
TX,DALLAS,75230,2149660466,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,09/10/2009,82,94,100,93,64,90,92,97,100,100,99,50,,78,70,36,,53,11,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,MCALLEN,78504,9569948989,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/04/2009,96,83,100,100,50,79,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,HOUSTON,77090,2817721437,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/11/2009,87,100,100,100,85,63,94,97,100,95,97,46,46,36,44,52,,46,,,,,,,TRUE,FALSE,FALSE,FALSE
TX,HOUSTON,77036,7137742790,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,07/16/2009,83,97,100,89,79,54,94,97,100,95,95,14,21,3,32,4,,15,,,,,,,TRUE,FALSE,TRUE,TRUE
TX,STAFFORD,77477,8325391684,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/12/2009,94,98,98,100,98,13,94,100,100,100,100,63,44,56,63,37,,49,,,,,,,FALSE,FALSE,FALSE,FALSE
TX,FORT WORTH,76116,8178766138,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/26/2009,95,100,100,100,80,85,94,100,100,95,100,52,39,64,73,76,,35,19,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,DALLAS,75238,2145038115,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/11/2009,91,95,100,97,93,97,92,100,99,95,92,49,64,55,49,53,,40,19,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77036,7137716666,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/23/2009,74,100,100,98,86,38,31,93,100,13,100,81,60,80,75,59,,53,11,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77099,2817411514,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/25/2009,92,100,100,100,93,82,100,100,98,100,100,73,61,63,76,64,,54,8,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,HOUSTON,77071,8322760291,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/17/2009,82,100,99,100,71,100,94,100,100,95,100,,,,,,,,,,,,,,,,,
TX,MCALLEN,78501,9566838050,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/25/2009,89,96,100,100,44,67,97,100,100,100,100,47,29,20,13,28,,9,,,,,,,TRUE,TRUE,TRUE,TRUE
TX,MISSION,78573,9563421554,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/25/2009,100,97,99,100,89,85,91,100,100,95,74,,,,,,,,,,,,,,,,,
TX,WESLACO,78596,9562835383,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/31/2009,92,100,100,100,93,97,100,100,100,100,100,41,42,54,51,42,,48,3,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TX,LEAGUE CITY,77573,2813321140,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/01/2009,98,79,100,97,78,75,87,99,99,92,100,42,31,28,26,32,,31,6,10,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
TX,HOUSTON,77079,2815898134,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/03/2009,90,97,97,85,57,59,94,92,100,96,79,25,18,37,15,32,,16,,,,,,,TRUE,TRUE,TRUE,TRUE
TX,SUGAR LAND,77478,2819800706,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/07/2009,100,100,100,100,100,100,100,100,100,100,100,55,33,63,14,11,,11,,,,,,,TRUE,TRUE,TRUE,TRUE
