State,City,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD
FL,MIAMI,Proprietary,1,1,1,1,1,1,98,95,100,97,99,67,98,98,100,97,97,0,1,1,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,89,100,100,99,62,63,99,100,99,100,99,0,1,1,TRUE
OK,CLINTON,Private,1,1,1,1,1,1,97,93,100,87,59,42,98,83,100,100,99,0,0,0,TRUE
CA,RIVERSIDE,Proprietary,1,1,1,1,1,1,93,98,100,92,100,100,100,96,100,100,99,0,1,1,TRUE
MO,EL DORADO SPRINGS,Proprietary,1,1,1,0,1,1,95,91,100,100,85,69,97,98,97,97,97,0,1,1,TRUE
AL,TRUSSVILLE,Proprietary,1,1,1,1,1,1,94,80,99,99,55,56,98,100,100,93,99,0,0,0,TRUE
TX,SHERMAN,Proprietary,1,1,1,1,1,1,90,95,100,98,73,69,98,98,100,100,93,0,1,1,TRUE
NH,BRISTOL,Other,1,1,1,1,1,1,93,98,87,96,88,86,97,98,99,96,98,0,0,1,TRUE
TX,PASADENA,Proprietary,1,1,1,1,1,1,99,88,100,100,68,83,98,99,100,100,100,0,1,1,TRUE
AR,PARIS,Other,1,1,1,1,1,1,86,91,99,100,77,5,97,100,100,99,100,0,1,1,TRUE
CA,SAN DIMAS,Proprietary,1,1,1,1,1,1,98,82,100,100,47,38,83,100,93,95,99,1,1,1,TRUE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,93,99,100,100,99,82,99,100,100,100,100,0,1,1,TRUE
MA,LUDLOW,Proprietary,1,1,1,0,0,1,94,98,96,96,77,65,100,97,100,100,96,0,1,1,TRUE
AR,JONESBORO,Proprietary,1,1,0,1,0,1,76,91,98,96,75,80,96,97,98,95,97,0,0,1,TRUE
FL,PORT CHARLOTTE,Proprietary,1,1,1,1,1,1,91,80,85,97,74,74,90,100,98,94,100,0,0,0,TRUE
TX,FORT STOCKTON,State/County,1,0,0,0,0,1,81,81,98,98,79,94,98,96,100,100,92,0,1,1,TRUE
AR,LITTLE ROCK,Religious Affiliations,1,1,1,1,1,1,98,99,100,98,70,72,99,100,100,100,100,0,0,0,TRUE
KS,PAOLA,Proprietary,1,1,1,1,1,1,100,95,100,100,96,99,100,100,100,100,100,0,1,1,TRUE
LA,MONROE,Proprietary,1,1,1,1,1,1,91,96,97,93,44,53,93,94,97,97,71,0,1,1,TRUE
OH,GEORGETOWN,Proprietary,1,1,1,1,0,1,96,99,100,99,79,82,99,98,100,100,99,0,0,0,TRUE
FL,SUNRISE,Proprietary,1,1,1,1,1,1,98,95,89,99,76,53,97,99,99,99,100,0,0,1,TRUE
OH,SAINT CLAIRSVILLE,Proprietary,1,1,1,1,1,1,97,93,91,96,72,80,97,100,100,99,100,0,0,1,TRUE
TX,CROSBY,Proprietary,1,1,1,1,1,1,92,100,100,99,79,85,100,100,100,100,99,0,1,1,TRUE
FL,HIALEAH,Proprietary,1,1,1,1,1,1,97,99,100,100,69,57,100,100,100,100,100,0,1,1,TRUE
IL,PITTSFIELD,Local,1,1,1,1,0,1,90,95,100,99,80,76,89,98,99,94,99,0,0,1,TRUE
CA,RANCHO CUCAMONGA,Proprietary,1,1,1,1,1,1,91,98,98,100,100,92,100,96,98,95,87,1,3,1,TRUE
SD,WINNER,Private,1,1,1,0,0,1,96,45,100,93,83,78,86,98,99,95,94,1,1,1,TRUE
OH,MIAMISBURG,Proprietary,1,1,1,1,1,1,94,96,86,94,80,84,86,100,94,93,100,0,1,1,TRUE
FL,MIAMI GARDENS,Proprietary,1,1,1,1,1,1,97,99,100,99,9,4,98,99,100,100,100,0,1,1,TRUE
KS,NESS CITY,State/County,1,1,0,1,0,1,91,95,100,98,75,72,94,100,100,100,100,1,2,1,TRUE
FL,GAINESVILLE,Proprietary,1,1,1,1,1,1,96,97,100,100,79,83,99,100,100,100,100,0,0,0,TRUE
AL,FORT PAYNE,Proprietary,1,1,1,1,1,1,99,98,100,100,98,100,99,100,100,100,100,0,0,1,TRUE
ND,JAMESTOWN,Other,1,1,1,1,1,1,95,93,99,100,75,87,99,100,100,99,98,0,0,0,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,82,98,100,100,61,54,100,100,100,100,97,0,0,1,TRUE
TX,CAMERON,Proprietary,1,1,1,1,1,1,96,92,100,100,72,80,100,100,100,99,98,0,0,0,TRUE
VA,RICHMOND,Private,1,1,1,1,1,1,97,80,87,13,56,53,71,79,85,91,87,0,1,1,TRUE
TX,PHARR,Proprietary,1,1,1,1,0,0,83,97,100,99,51,42,100,100,99,75,99,0,1,1,TRUE
FL,JACKSONVILLE,Proprietary,1,1,0,0,0,0,86,88,97,96,92,95,100,94,99,100,90,0,1,1,TRUE
FL,DORAL,Proprietary,1,1,1,1,1,1,98,96,100,100,45,55,96,79,99,100,96,0,1,1,TRUE
FL,MIAMI,Proprietary,1,1,1,0,1,1,96,100,100,100,29,1,100,100,100,95,99,1,2,1,TRUE
TX,SUNNYVALE,Proprietary,1,1,1,1,1,1,77,79,100,100,100,98,98,98,100,100,92,0,1,1,TRUE
CA,UPLAND,Proprietary,1,1,1,1,1,1,91,100,100,98,95,93,100,100,100,100,93,0,1,1,TRUE
NY,MEDINA,Other,1,1,1,1,1,1,91,94,98,100,82,77,100,99,100,100,93,0,1,1,TRUE
IL,CHICAGO HEIGHTS,Proprietary,1,1,1,1,1,1,91,94,100,99,81,82,92,100,99,87,97,0,1,1,TRUE
CA,CYPRESS,Proprietary,1,1,1,1,1,1,91,97,99,100,68,61,100,100,100,100,99,0,1,1,TRUE
AZ,PAGE,Proprietary,1,1,0,0,1,1,78,97,99,98,48,57,100,99,100,100,100,0,1,1,TRUE
MO,BETHANY,Other,1,1,1,1,1,1,89,76,100,98,73,73,98,99,98,99,99,0,0,1,TRUE
MI,CLINTON TOWNSHIP,Private,1,1,1,1,0,1,89,96,100,97,82,74,90,98,97,97,98,0,0,0,TRUE
GA,NAHUNTA,Proprietary,1,1,0,1,0,1,87,97,97,95,79,88,100,100,100,100,99,0,0,0,TRUE
TX,DALLAS,Proprietary,1,1,1,1,1,1,84,91,100,100,93,95,90,100,99,97,99,0,1,1,TRUE
FL,MELBOURNE,Private,1,1,1,1,1,1,98,100,99,100,83,88,100,100,100,100,100,0,0,0,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,75,97,100,97,80,93,96,92,98,97,98,0,7,1,TRUE
KY,OWENSBORO,State/County,1,1,1,1,1,1,79,86,100,93,77,81,95,99,99,100,97,0,0,1,TRUE
TX,STAFFORD,Proprietary,1,1,1,1,1,1,91,80,100,100,80,80,61,100,100,82,98,0,1,1,TRUE
OH,GRAFTON,Proprietary,1,1,1,1,0,1,93,98,100,100,73,71,100,97,100,100,96,0,1,1,TRUE
FL,LARGO,Proprietary,1,1,1,1,1,1,93,74,100,100,72,69,94,99,95,87,99,0,1,1,TRUE
AL,MONTGOMERY,Proprietary,1,1,1,1,0,1,84,36,100,75,42,38,75,94,87,72,98,0,0,0,TRUE
FL,HIALEAH,Proprietary,1,1,0,0,0,1,100,98,100,100,63,53,94,100,100,100,100,1,1,1,TRUE
NC,WINDSOR,State/County,1,1,1,0,0,1,69,87,99,93,60,62,98,95,100,100,92,0,1,1,TRUE
WI,PHILLIPS,Other,1,1,1,1,1,1,88,94,100,100,65,92,98,99,99,100,99,0,1,1,TRUE
SC,FLORENCE,Proprietary,1,1,1,1,1,1,96,100,100,100,88,89,100,100,100,100,100,0,0,0,TRUE
PA,JENKINTOWN,Proprietary,1,1,1,1,1,1,78,91,100,96,74,66,94,100,98,100,100,1,1,1,TRUE
WI,BARABOO,State/County,1,1,1,1,0,1,92,89,99,99,63,73,96,95,100,100,92,0,2,1,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,90,93,100,100,46,53,95,99,99,95,99,0,0,0,TRUE
TX,QUANAH,Proprietary,1,1,0,1,1,1,91,100,99,99,78,92,100,100,100,95,100,1,3,1,TRUE
OH,VALLEY VIEW,Proprietary,1,1,1,1,1,1,86,87,94,95,85,77,100,95,100,100,95,0,1,1,TRUE
IA,DUBUQUE,Religious Affiliations,1,1,1,1,1,1,98,95,100,100,97,89,95,98,100,99,100,0,0,0,TRUE
KY,LONDON,Private,1,1,1,1,1,1,97,100,99,100,69,73,100,100,100,100,100,0,0,0,TRUE
MI,LIVONIA,Proprietary,1,1,1,1,1,1,69,56,100,100,82,19,82,100,99,82,100,0,1,1,TRUE
IL,PALOS HILLS,Proprietary,1,1,1,1,1,1,97,97,99,100,56,63,99,100,100,100,100,0,0,0,TRUE
ME,CARIBOU,Private,1,1,1,1,1,1,92,86,99,98,60,69,93,98,99,95,96,0,0,0,TRUE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,98,100,100,98,100,59,100,94,100,100,100,0,1,1,TRUE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,96,100,100,100,79,84,100,100,100,100,100,0,1,1,TRUE
WI,LA CROSSE,Proprietary,1,1,1,1,0,1,72,60,94,92,58,57,77,95,92,83,81,0,1,1,TRUE
OK,HUGO,Proprietary,1,1,1,1,1,1,98,100,100,100,74,83,100,100,100,95,98,1,7,1,TRUE
PA,MC KEESPORT,Proprietary,1,1,1,1,1,1,95,74,100,97,70,58,100,86,100,100,100,0,1,1,TRUE
NV,LAS VEGAS,Proprietary,1,1,1,1,1,1,96,99,100,100,61,64,99,100,100,100,100,0,1,1,TRUE
TX,GARLAND,Proprietary,1,1,1,1,1,1,73,88,94,98,21,23,84,99,93,88,94,0,6,1,TRUE
UT,LAYTON,Proprietary,1,1,1,1,1,1,66,79,100,100,97,95,94,95,97,95,84,1,1,1,TRUE
MI,GRAND BLANC,Proprietary,1,1,1,1,1,1,82,92,99,98,78,76,87,99,91,83,97,0,0,0,TRUE
CA,RANCHO CUCAMONGA,Proprietary,1,1,1,1,1,1,97,100,99,97,71,79,95,97,100,99,99,0,0,1,TRUE
TX,GALVESTON,Proprietary,1,1,1,1,1,1,90,98,99,99,67,70,85,97,100,93,95,0,1,1,TRUE
FL,CHIPLEY,Proprietary,1,1,1,1,1,1,90,97,100,98,77,77,98,99,99,97,100,0,0,0,TRUE
OR,ENTERPRISE,State/County,1,1,0,0,0,0,89,91,100,100,86,91,94,100,92,95,100,2,7,1,TRUE
FL,LAKE WORTH,Proprietary,1,1,1,1,1,1,87,100,100,100,80,55,94,100,100,100,98,1,1,1,TRUE
TX,SHERMAN,Proprietary,1,1,1,1,1,1,95,97,100,99,86,88,98,99,100,98,98,0,0,0,TRUE
PR,MAYAGUEZ,Religious Affiliations,1,1,1,1,1,1,86,89,98,98,9,9,84,97,93,91,99,0,0,0,TRUE
IN,HUNTINGBURG,Proprietary,1,1,1,1,1,1,86,97,99,96,83,83,97,99,98,93,98,0,1,1,TRUE
CA,PALM SPRINGS,Proprietary,1,1,1,1,1,1,97,97,100,100,84,78,94,100,92,95,100,1,1,1,TRUE
TX,DALLAS,Proprietary,1,1,1,1,1,0,82,94,100,93,64,90,92,97,100,100,99,0,2,1,TRUE
LA,ZACHARY,Proprietary,1,1,1,1,1,1,100,88,93,97,87,83,94,96,99,96,95,1,0,1,TRUE
PA,BUTLER,Proprietary,1,1,1,1,1,1,95,100,89,100,58,55,91,99,99,97,100,0,0,0,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,82,91,100,97,68,77,100,97,100,100,100,0,1,1,TRUE
PA,MEADVILLE,Proprietary,1,1,1,1,0,1,89,93,100,100,86,86,100,100,98,95,100,0,1,1,TRUE
MN,WADENA,Private,1,1,1,1,1,1,87,83,100,91,81,86,92,99,99,97,91,0,0,0,TRUE
FL,TALLAHASSEE,Proprietary,1,1,0,1,1,1,85,85,90,94,76,60,95,98,99,98,91,0,0,1,TRUE
KY,MAYSVILLE,Private,1,1,1,1,0,1,98,100,100,100,73,75,92,99,84,89,99,0,0,0,TRUE
WI,HARTLAND,Private,1,1,1,1,1,1,98,100,100,100,82,90,100,100,100,100,100,0,0,0,TRUE
TX,WESLACO,Proprietary,1,1,1,1,1,1,92,100,100,100,93,97,100,100,100,100,100,0,1,1,TRUE
MN,MINNETONKA,Proprietary,1,1,1,1,1,1,64,90,93,68,78,68,94,92,100,95,92,1,2,1,TRUE
AZ,TUCSON,Proprietary,1,1,1,1,1,1,92,82,100,98,80,71,89,97,98,98,96,0,0,1,TRUE
IA,MASON CITY,State/County,1,1,0,0,0,1,88,67,97,98,77,78,89,99,100,98,94,0,1,1,TRUE
KS,WINFIELD,Local,1,1,1,1,1,1,99,99,100,100,95,86,100,100,100,100,100,0,0,1,TRUE
CA,TORRANCE,Proprietary,1,1,1,1,1,1,84,95,99,98,57,51,97,99,99,97,100,0,0,0,TRUE
MA,LOWELL,Private,1,1,1,1,1,1,89,96,100,99,77,83,92,99,98,94,100,0,0,0,TRUE
OH,WESTLAKE,Proprietary,1,1,1,1,1,1,84,90,100,100,88,89,96,99,99,100,100,0,0,0,TRUE
IA,MAPLETON,Proprietary,1,1,1,1,0,1,88,98,100,100,88,95,94,100,100,95,100,2,7,1,TRUE
NE,LEXINGTON,Local,1,1,1,1,0,1,88,56,100,99,97,86,93,96,98,95,98,1,2,1,TRUE
MN,BLOOMINGTON,Proprietary,1,1,1,0,0,1,95,98,100,100,86,83,100,100,100,100,99,0,1,1,TRUE
TX,MERCEDES,Proprietary,1,1,1,1,1,0,90,87,100,100,51,40,100,100,100,95,99,1,1,1,TRUE
TX,MULESHOE,Proprietary,1,1,1,1,1,1,96,82,94,96,91,87,100,100,98,95,99,1,2,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,0,96,100,92,93,86,67,94,100,98,95,100,3,7,1,TRUE
FL,CORAL GABLES,Proprietary,1,1,1,1,1,1,98,80,100,100,44,42,93,100,97,96,100,0,1,1,TRUE
TX,VAN ALSTYNE,Proprietary,1,1,1,1,1,1,88,98,100,100,84,90,99,100,100,100,96,0,0,0,TRUE
MS,COLUMBIA,Local,1,1,1,1,1,1,99,99,100,100,76,90,100,100,100,100,100,0,0,0,TRUE
FL,HIALEAH,Proprietary,1,1,1,0,1,1,97,99,100,99,92,93,98,98,100,97,100,0,1,1,TRUE
WI,SUPERIOR,Religious Affiliations,1,1,1,1,0,1,90,97,100,98,90,94,95,99,98,92,98,0,0,1,TRUE
NV,LAS VEGAS,Proprietary,1,1,1,1,1,1,77,98,100,93,74,73,94,100,100,100,95,1,1,1,TRUE
TX,DENTON,Proprietary,1,1,1,1,1,1,89,96,100,93,91,88,89,99,100,100,96,0,0,0,TRUE
NC,CHARLOTTE,Proprietary,1,1,1,1,1,1,94,95,100,88,43,43,94,95,97,93,99,0,0,1,TRUE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,81,99,98,99,54,53,95,98,99,98,95,0,1,1,TRUE
PA,BETHEL PARK,Proprietary,1,1,1,1,0,0,94,91,100,100,71,30,94,100,96,95,98,3,1,1,TRUE
TX,FORT WORTH,Proprietary,1,1,1,1,1,1,74,94,97,64,76,80,91,95,99,93,79,0,6,1,TRUE
PR,ARECIBO,Private,1,1,1,1,1,1,99,99,100,100,0,0,100,100,100,100,100,0,0,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,96,100,100,99,57,74,100,100,100,100,100,0,0,0,TRUE
TX,TOMBALL,Proprietary,1,1,1,1,1,1,99,95,100,95,71,76,98,100,97,95,100,0,0,0,TRUE
PA,SUSQUEHANNA,Private,1,1,1,0,1,1,80,69,99,98,70,77,98,93,97,95,99,0,0,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,89,98,99,97,74,78,99,98,100,99,82,0,1,1,TRUE
IL,PEORIA,Religious Affiliations,1,1,1,1,1,1,88,98,100,100,72,86,96,100,100,99,99,0,0,0,TRUE
PA,EIGHTY FOUR,Proprietary,1,1,1,1,1,0,99,99,100,100,91,96,99,99,100,100,100,0,0,0,TRUE
PR,JUANA DIAZ,Religious Affiliations,1,1,1,1,1,1,91,92,99,98,6,4,89,98,96,98,99,0,0,0,TRUE
OH,CANTON,Proprietary,1,1,1,1,1,1,100,98,100,100,84,86,94,100,97,95,100,2,1,1,TRUE
CA,LONG BEACH,Proprietary,1,1,1,1,1,1,95,100,100,100,69,62,94,100,100,95,97,2,1,1,TRUE
CA,MONTEBELLO,Proprietary,1,1,1,1,1,1,88,98,100,100,96,98,100,100,100,100,100,0,1,1,TRUE
CO,PUEBLO,Proprietary,1,1,1,1,1,1,79,94,99,97,75,76,97,98,99,98,98,0,1,1,TRUE
TX,SEMINOLE,Local,1,1,0,1,1,1,97,82,100,99,67,57,85,100,97,87,100,0,1,1,TRUE
OK,OKLAHOMA CITY,Proprietary,1,1,1,1,1,1,83,95,99,98,85,82,98,100,99,100,96,0,1,1,TRUE
IA,TIPTON,State/County,1,1,1,1,0,1,74,75,92,92,66,27,87,95,92,83,92,0,2,1,TRUE
PA,WYNDMOOR,Private,1,1,1,1,1,1,88,99,100,99,77,78,98,100,99,97,100,0,0,0,TRUE
AR,JONESBORO,Proprietary,1,1,0,1,0,1,87,92,99,91,66,73,100,100,100,100,100,0,0,0,TRUE
KS,GARDEN CITY,Proprietary,1,1,1,1,0,1,78,99,100,100,99,100,100,100,100,100,100,0,1,1,TRUE
FL,MIAMI BEACH,Proprietary,1,1,1,1,1,1,98,94,100,55,84,77,94,91,98,95,89,3,3,1,TRUE
CA,BRAWLEY,Proprietary,1,1,0,1,1,1,97,99,100,100,93,93,97,100,99,98,99,0,0,0,TRUE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,84,96,100,96,94,88,100,100,96,95,96,1,1,1,TRUE
MD,BALTIMORE,Proprietary,1,1,1,1,1,1,86,83,78,98,37,32,55,100,84,68,100,0,1,1,TRUE
VA,CEDAR BLUFF,Proprietary,1,1,1,1,1,1,97,97,99,100,99,99,90,100,99,99,95,0,1,1,TRUE
IA,CEDAR RAPIDS,Proprietary,1,1,1,1,1,1,87,84,100,98,74,46,84,98,97,85,100,0,1,1,TRUE
LA,METAIRIE,Proprietary,1,1,1,1,1,1,89,98,100,100,88,87,99,100,100,100,99,0,1,1,TRUE
LA,MONROE,Proprietary,1,1,1,1,1,1,90,99,100,98,86,86,100,100,100,100,98,0,1,1,TRUE
KY,ELIZABETHTOWN,Proprietary,1,1,1,1,1,1,94,83,75,99,81,84,97,100,99,99,100,0,0,0,TRUE
VA,WARRENTON,Proprietary,1,1,1,1,1,1,93,98,99,96,75,79,94,99,99,98,99,0,0,0,TRUE
FL,CORAL GABLES,Proprietary,1,1,1,1,1,1,95,86,98,100,34,33,89,99,91,90,100,0,0,1,TRUE
TX,BAYTOWN,Proprietary,1,1,1,1,1,1,94,74,100,100,76,81,100,100,100,100,98,0,0,0,TRUE
OH,REYNOLDSBURG,Proprietary,1,1,1,1,0,1,85,98,96,91,40,38,100,98,100,95,83,1,6,1,TRUE
PA,CHAMBERSBURG,Proprietary,1,1,1,1,1,1,80,97,100,100,78,90,99,100,99,100,99,0,0,0,TRUE
PA,ELLWOOD CITY,Private,1,1,1,1,1,1,97,100,100,99,73,75,99,99,100,99,100,0,0,0,TRUE
GA,COVINGTON,Private,1,1,1,1,1,1,90,99,100,98,89,86,92,98,99,97,94,0,0,0,TRUE
MO,EMINENCE,State/County,1,1,1,0,0,1,95,90,100,100,46,18,85,100,100,95,98,1,1,1,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,91,97,97,98,76,94,97,97,99,98,78,0,1,1,TRUE
MO,FESTUS,Religious Affiliations,1,1,1,1,1,1,95,97,100,100,75,82,96,100,98,97,99,0,0,0,TRUE
FL,MIAMI,Proprietary,1,1,0,0,0,1,98,98,100,96,44,40,96,96,100,100,100,0,1,1,TRUE
AL,TALLASSEE,Private,1,1,1,1,1,1,94,99,100,100,73,75,96,100,100,100,100,0,0,0,TRUE
OK,ARDMORE,Religious Affiliations,1,1,1,1,1,1,98,98,100,100,86,85,99,100,100,100,99,0,0,1,TRUE
MS,GULFPORT,Proprietary,1,1,1,1,1,1,90,90,80,99,71,69,91,99,98,97,100,0,0,0,TRUE
SC,SUMTER,Private,1,1,0,1,1,1,90,97,100,95,73,73,92,99,98,76,97,0,0,0,TRUE
CA,SANTA FE SPRINGS,Proprietary,1,1,1,1,1,1,96,100,100,100,89,89,100,100,100,95,100,1,1,1,TRUE
OH,PORTSMOUTH,Proprietary,1,1,1,1,0,1,87,91,99,97,18,15,96,96,98,99,91,0,1,1,TRUE
FL,HIALEAH,Proprietary,1,1,1,1,1,1,95,99,100,100,33,43,98,100,100,100,100,0,1,1,TRUE
FL,DANIA BEACH,Proprietary,1,1,1,1,1,1,100,99,100,100,22,29,92,99,99,93,99,0,1,1,TRUE
NE,OMAHA,Proprietary,1,1,0,0,0,1,88,38,98,91,93,96,90,97,99,99,87,0,1,1,TRUE
CA,LONG BEACH,Proprietary,1,1,1,1,1,1,95,98,100,100,89,76,100,100,100,100,100,0,1,1,TRUE
FL,ORLANDO,Proprietary,1,1,0,0,0,1,88,91,100,98,85,80,99,100,99,99,100,0,1,1,TRUE
AL,MOULTON,State/County,1,1,0,0,1,1,99,95,94,100,67,45,99,100,100,100,100,0,1,1,TRUE
IA,RED OAK,State/County,1,1,1,1,1,1,96,94,99,100,86,97,98,96,99,95,94,1,0,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,0,88,100,99,22,71,93,94,100,100,100,100,3,7,1,TRUE
TN,NASHVILLE,Proprietary,1,1,1,1,1,1,80,84,96,96,76,77,88,98,95,88,98,0,0,0,TRUE
FL,JACKSONVILLE,Proprietary,1,1,1,1,1,1,90,90,100,100,90,84,94,100,96,95,100,2,7,1,TRUE
MI,FARMINGTON,Proprietary,1,1,1,1,1,1,79,98,100,98,79,88,94,100,100,100,100,1,1,1,TRUE
CA,TORRANCE,Proprietary,1,1,1,1,1,1,92,98,96,100,95,100,100,100,100,100,99,0,1,1,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,97,99,100,100,66,51,99,99,100,100,99,0,0,0,TRUE
CO,WALSENBURG,Private,1,1,1,1,0,1,94,91,100,95,77,78,92,100,97,95,100,0,0,0,TRUE
FL,LECANTO,Proprietary,1,1,1,0,0,1,97,100,99,100,41,58,98,100,100,100,98,0,1,1,TRUE
TX,DALLAS,Proprietary,1,1,1,1,1,1,80,98,100,100,8,8,97,100,100,100,95,0,2,1,TRUE
PA,KINGSTON,Proprietary,1,1,1,1,1,1,96,85,98,99,70,63,100,96,99,100,99,0,1,1,TRUE
WA,CHELAN,Local,1,1,0,0,1,1,90,89,100,93,80,81,94,100,99,88,99,0,1,1,TRUE
AR,SEARCY,Proprietary,1,1,0,1,1,1,91,85,87,95,76,79,93,99,97,97,99,0,0,0,TRUE
KY,MURRAY,State/County,1,1,1,1,1,1,98,99,100,100,79,80,99,100,100,100,100,0,0,0,TRUE
NC,JONESVILLE,Private,1,1,1,1,1,1,96,99,100,100,70,65,100,100,99,100,100,0,0,0,TRUE
TX,MIDLAND,Proprietary,1,1,1,1,1,1,95,95,97,100,83,76,94,100,97,91,100,1,3,1,TRUE
CA,BIG RIVER,Proprietary,1,1,1,0,1,1,87,80,99,100,60,54,96,99,99,99,91,0,1,1,TRUE
IL,ORLAND PARK,Proprietary,1,1,1,1,1,1,85,94,100,100,68,74,100,99,100,100,100,0,1,1,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,99,100,100,100,86,70,100,100,100,100,100,0,1,1,TRUE
FL,ROCKLEDGE,Proprietary,1,1,1,1,1,1,96,99,86,100,81,79,100,99,100,95,100,1,1,1,TRUE
TX,SOUR LAKE,Proprietary,1,1,1,1,1,1,88,80,100,100,66,75,94,100,100,95,98,2,2,1,TRUE
MI,WATERFORD,Proprietary,1,1,1,1,1,1,76,100,100,100,71,100,94,100,100,95,100,3,7,1,TRUE
MO,RICHMOND,Other,1,1,1,1,0,1,96,99,100,100,71,76,95,100,95,88,100,0,0,0,TRUE
OK,FREDERICK,State/County,1,1,0,0,0,1,88,100,100,28,90,96,94,96,100,95,96,2,7,1,TRUE
TX,PHARR,Proprietary,1,1,1,1,1,0,88,95,100,74,23,34,100,100,100,96,97,0,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,89,96,99,100,66,66,97,95,99,99,96,0,0,0,TRUE
KY,HYDEN,Other,1,1,0,0,0,1,90,70,94,69,35,35,92,89,95,97,96,0,1,1,TRUE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,71,99,99,99,56,63,96,100,99,92,99,0,1,1,TRUE
MN,BENSON,Local,1,1,1,1,0,1,93,98,99,99,90,92,90,99,100,100,99,0,1,1,TRUE
MI,ST HEIGHTS,Proprietary,1,1,1,0,0,1,69,96,100,100,55,64,98,98,100,100,94,0,1,1,TRUE
CA,RIDGECREST,Proprietary,1,1,0,0,0,1,98,95,100,100,57,81,96,100,100,100,99,0,1,1,TRUE
CA,SACRAMENTO,Proprietary,1,1,0,0,1,1,87,99,100,99,89,83,95,99,100,100,99,0,1,1,TRUE
MA,DARTMOUTH,Proprietary,1,1,1,1,1,1,97,91,95,94,71,26,96,100,100,94,100,1,1,1,TRUE
NM,GALLUP,Private,1,1,0,0,1,1,86,97,100,97,72,57,100,98,100,100,99,0,1,1,TRUE
CA,BURBANK,Proprietary,1,1,1,1,1,1,83,55,100,90,17,7,94,97,96,83,97,1,1,1,TRUE
NC,LUMBERTON,Private,1,1,1,1,1,1,93,76,96,69,59,52,94,98,98,95,93,0,0,0,TRUE
KS,WAKEENEY,State/County,1,1,1,1,0,0,100,100,100,100,69,83,94,100,100,95,100,2,4,1,TRUE
WI,BALDWIN,Other,1,1,1,1,1,1,84,98,100,98,88,90,99,99,100,100,100,0,0,0,TRUE
TX,FORT WORTH,Proprietary,1,1,1,1,1,1,98,98,100,99,86,94,94,99,100,100,97,1,1,1,TRUE
TX,GRAND PRAIRIE,Proprietary,1,1,1,1,1,1,97,97,100,97,65,21,94,100,97,95,94,2,7,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,84,94,99,98,68,60,99,99,100,100,93,0,1,1,TRUE
IN,MUNSTER,Proprietary,1,1,1,1,1,1,85,95,100,89,57,60,99,99,99,99,100,0,1,1,TRUE
TX,ARLINGTON,Proprietary,1,1,1,1,1,1,94,97,96,100,70,91,100,100,100,100,95,0,1,1,TRUE
CA,ENCINO,Proprietary,1,1,1,1,1,1,96,92,100,99,89,90,97,95,100,97,100,0,1,1,TRUE
TX,AUSTIN,Proprietary,1,1,1,1,1,0,90,81,98,95,89,90,98,97,97,98,96,0,2,1,TRUE
TX,ALVIN,Proprietary,1,1,1,1,1,1,93,100,100,99,87,92,96,99,100,100,99,0,1,1,TRUE
TX,WOODVILLE,Other,1,1,1,1,1,1,92,77,100,99,75,77,56,98,34,95,98,1,2,1,TRUE
CA,BAKERSFIELD,Proprietary,1,1,0,0,1,0,87,84,99,100,70,58,81,98,99,95,98,0,1,1,TRUE
