State,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
WA,COUPEVILLE,98239,3606787605,Local,1,1,1,1,1,1,07/13/1982,85,86,100,93,73,82,78,94,97,95,100,0,60,52,61,56,64,95,56,12,16,0,0,0,0,0,0,0,0,0,0
WA,WALLA WALLA,99362,5095259006,Religious Affiliations,1,1,1,1,1,1,02/27/1985,84,95,97,95,69,78,97,100,100,100,100,0,53,64,65,68,57,,42,17,15,1,1,0,0,1,0,0,0,0,0
WA,KENNEWICK,99336,5095822273,Other,1,1,1,1,1,1,04/10/1985,80,96,100,98,82,75,95,100,97,97,99,0,52,63,64,62,71,80,44,16,17,0,0,0,0,0,0,0,0,0,0
WA,VANCOUVER,98661,3607591500,Religious Affiliations,1,1,1,1,1,1,05/31/1985,91,86,99,98,68,59,87,94,96,94,99,0,51,48,54,48,51,99,41,14,15,0,0,0,0,0,0,1,0,0,0
WA,EVERETT,98201,4252614800,Religious Affiliations,1,1,1,1,1,1,05/22/1985,73,95,92,97,67,62,97,97,99,99,99,0,55,55,58,55,59,87,40,12,15,0,0,0,0,0,0,0,0,0,0
WA,RENTON,98057,4255256800,Religious Affiliations,1,1,1,1,1,1,06/22/1992,58,95,86,97,79,75,95,96,99,99,99,0,52,52,58,58,57,78,42,12,17,0,0,0,0,0,0,0,0,0,0
WA,EVERETT,98204,4257454345,Proprietary,1,1,1,1,1,1,08/01/1985,95,85,100,97,76,72,90,99,98,97,100,0,58,54,65,58,56,91,44,15,15,0,0,0,0,0,0,0,0,0,0
WA,PORT ANGELES,98362,3604177315,State/County,1,1,1,1,1,1,03/25/1986,92,98,99,95,79,88,96,100,99,98,99,0,65,54,69,65,65,89,58,14,15,0,0,0,0,0,0,0,0,0,0
WA,SPOKANE,99218,5094644970,Proprietary,1,1,1,1,1,1,04/18/1986,93,96,100,100,51,61,97,100,100,100,100,0,58,53,70,57,71,94,51,13,15,0,0,0,0,0,0,0,0,0,0
WA,BREMERTON,98310,3607926750,Other,1,1,1,1,1,1,08/26/1986,98,95,99,100,86,85,96,99,99,98,100,0,60,60,71,62,65,86,53,11,15,0,0,0,0,0,0,0,0,0,0
WA,KIRKLAND,98034,4258993300,State/County,1,1,1,1,1,1,12/04/1986,75,79,99,97,74,67,88,98,98,96,99,0,56,54,56,50,56,76,45,12,16,0,0,0,0,0,0,0,0,0,0
WA,VANCOUVER,98684,5036203407,Proprietary,1,1,1,1,1,1,10/29/1980,94,81,100,97,73,74,92,99,98,98,100,0,53,41,57,54,65,90,45,13,14,0,0,0,0,0,0,0,0,0,0
WA,KENT,98032,2533955133,Proprietary,1,1,1,1,1,1,10/09/1980,93,83,99,93,69,68,83,98,97,96,100,0,60,54,68,62,73,85,55,15,15,0,0,0,0,0,0,0,0,0,0
WA,SEATTLE,98125,2064177700,Proprietary,1,1,1,1,1,1,10/29/1980,94,97,100,100,63,55,92,99,99,97,99,0,60,63,69,68,66,94,67,11,14,0,0,0,0,0,0,0,0,0,0
WA,GOLDENDALE,98620,5097730380,State/County,1,1,1,0,1,1,12/22/1987,84,91,100,92,73,72,91,99,97,96,100,0,56,45,57,58,49,72,43,28,12,0,1,0,0,1,1,0,0,0,0
WA,SPOKANE,99202,5093262300,Proprietary,1,1,1,1,1,1,07/07/1988,83,99,98,97,87,91,97,98,99,99,98,0,58,62,73,72,70,88,55,13,16,0,0,0,0,0,0,0,0,0,0
WA,DES MOINES,98198,2068701127,Religious Affiliations,1,1,1,1,1,1,11/15/1990,77,74,100,84,87,94,76,99,88,85,100,0,57,49,60,70,69,,54,14,9,1,1,0,0,0,0,0,0,0,0
WA,SEATTLE,98168,2064399095,Religious Affiliations,1,1,1,1,1,1,01/27/1993,80,91,100,95,82,84,94,98,100,98,99,0,57,59,60,64,72,97,49,15,16,0,0,0,0,0,0,0,0,0,0
WA,ELLENSBURG,98926,5099627438,Other,1,1,1,1,1,1,08/04/1993,93,98,100,100,82,81,95,100,99,98,99,0,62,60,64,64,66,98,48,12,17,0,0,0,0,0,0,0,0,0,0
WA,MARYSVILLE,98270,3606591487,Proprietary,1,1,1,1,1,1,01/21/1994,79,88,98,99,83,88,97,98,99,99,100,0,58,62,68,76,70,99,56,12,14,0,0,0,0,0,0,0,0,0,0
WA,BELLEVUE,98005,4258613850,Proprietary,1,1,1,1,1,1,10/07/1994,73,80,98,96,83,85,90,98,98,96,95,0,58,56,63,68,76,94,47,14,14,0,0,0,0,0,0,0,0,0,0
WA,TACOMA,98409,2535819410,Proprietary,1,1,1,1,1,1,12/01/1994,66,91,98,95,57,64,90,98,96,92,99,0,54,45,62,62,62,91,39,10,16,0,0,0,0,0,0,0,0,0,0
WA,BELLEVUE,98007,4255191265,Proprietary,1,1,1,1,1,1,11/22/1994,86,86,99,96,88,85,94,97,99,99,93,0,60,56,64,61,69,97,48,14,15,0,0,0,0,0,0,0,0,0,0
WA,PROSSER,99350,5097864663,Local,1,1,1,1,1,1,06/09/1995,74,94,100,99,81,82,100,94,99,99,98,0,54,62,58,79,83,100,49,20,21,0,1,1,0,1,0,0,0,0,0
WA,BELLINGHAM,98226,8007550484,Proprietary,1,1,1,1,1,1,12/05/1995,89,83,96,95,79,84,97,98,99,97,99,0,48,57,57,59,60,87,42,10,17,0,0,0,0,0,0,0,0,0,0
WA,BREMERTON,98310,3603736966,Proprietary,1,1,1,1,1,1,01/12/1996,93,90,100,99,80,71,95,100,99,96,100,0,55,54,60,57,63,86,43,15,14,0,0,0,0,0,0,0,0,0,0
WA,ANACORTES,98221,3602991302,State/County,1,1,1,1,1,1,04/05/1996,89,82,100,85,79,79,89,97,96,90,99,0,59,55,69,69,71,100,63,13,18,0,0,0,0,0,0,0,0,0,0
WA,EVERETT,98208,4253571790,Proprietary,1,1,1,1,1,1,05/10/1996,72,100,100,96,68,77,98,100,100,99,100,0,43,41,55,46,51,90,51,13,16,0,1,0,0,0,0,1,0,0,0
WA,SPOKANE,99218,5094660954,Proprietary,1,1,1,1,1,1,08/08/1996,86,66,99,92,62,63,85,85,97,94,95,0,69,60,73,65,82,97,49,18,11,0,0,0,0,1,0,0,0,0,0
WA,FEDERAL WAY,98003,2536615166,Proprietary,1,1,1,1,1,1,10/28/1996,84,93,100,97,85,90,98,98,99,97,98,0,62,57,62,64,74,90,52,10,16,0,0,0,0,0,0,0,0,0,0
WA,CLARKSTON,99403,5097582568,Proprietary,1,1,1,1,1,1,08/01/1997,92,81,98,87,69,63,85,97,98,96,99,0,57,60,66,68,76,92,56,23,14,0,0,0,0,1,1,0,0,0,0
WA,WENATCHEE,98801,5096639585,Proprietary,1,1,1,1,0,1,11/20/1997,99,96,100,100,82,92,99,100,99,100,100,0,51,52,54,66,68,,46,15,13,1,1,0,0,0,0,0,0,0,0
WA,YAKIMA,98901,5095760800,Proprietary,1,1,1,1,1,1,10/14/2004,92,94,100,99,81,81,99,99,99,100,99,0,56,61,64,58,61,92,39,19,13,0,0,0,0,1,0,0,0,0,0
WA,BELLINGHAM,98225,8663903869,Proprietary,1,1,1,1,1,1,12/22/2004,63,89,100,98,92,96,98,100,100,99,98,0,56,50,57,57,65,99,46,11,11,0,0,0,0,0,0,0,0,0,0
WA,VANCOUVER,98683,3602533855,Proprietary,1,1,1,1,1,1,02/01/2005,76,95,100,98,68,55,95,99,94,96,100,0,39,34,46,43,49,91,40,7,17,0,0,0,0,0,0,1,0,0,0
WA,SPOKANE,99203,5093218149,Proprietary,1,1,1,1,1,1,07/27/2007,95,99,100,99,68,64,98,100,100,99,100,0,59,64,68,68,79,90,46,11,14,0,1,0,0,0,0,0,0,0,0
WA,SPOKANE,99206,5093219050,Proprietary,1,1,1,1,1,1,06/25/2010,89,96,98,99,81,88,96,99,100,100,100,0,61,60,61,65,70,,52,12,14,1,1,0,0,0,0,0,0,0,0
WA,KIRKLAND,98033,4258226979,Proprietary,1,1,1,1,1,1,01/27/2012,52,32,99,67,71,87,94,100,98,95,58,5,,,,,,,,13,11,7,1,0,0,0,0,,,,
WA,SEATTLE,98118,2068051930,Private,1,1,1,1,1,1,04/12/2013,90,81,99,98,78,74,84,98,97,96,98,0,49,46,51,50,55,100,36,14,10,0,0,0,0,0,0,0,0,0,0
WA,AUBURN,98002,2537354282,Proprietary,1,1,1,1,1,1,05/08/2013,68,82,100,97,80,66,96,97,98,97,97,0,62,52,68,68,67,87,47,21,12,0,1,0,0,1,1,0,0,0,0
WA,FEDERAL WAY,98003,2533445855,Proprietary,1,1,1,1,0,0,08/21/2013,97,92,95,95,81,92,94,100,100,97,100,1,56,61,78,69,,,55,22,23,2,1,1,0,1,1,0,0,0,0
WV,FAIRMONT,26555,3043678735,Private,1,1,0,1,1,1,07/01/1966,97,95,100,97,76,82,92,100,100,95,100,1,57,51,70,56,64,,38,22,4,1,1,0,0,1,1,0,0,0,0
WV,BUCKHANNON,26201,3044736802,Proprietary,1,1,1,1,1,1,07/27/1971,77,69,96,90,76,59,86,96,92,77,98,0,69,74,72,80,68,100,57,16,13,0,1,0,0,0,0,0,0,0,0
WV,WHEELING,26003,3042422498,Proprietary,1,1,0,1,1,1,12/09/1975,89,83,99,100,82,91,69,95,83,85,100,0,56,53,69,71,69,95,47,16,21,0,1,1,0,0,0,0,0,0,0
WV,MARTINSBURG,25401,3042635680,Private,1,1,1,1,1,1,04/15/1976,95,99,100,99,81,86,100,99,100,100,99,0,62,59,62,66,68,70,49,15,19,0,0,0,0,0,0,0,0,0,0
WV,KINGWOOD,26537,3043293565,Proprietary,1,1,1,1,1,1,10/15/1977,81,65,99,92,46,46,83,97,92,78,97,0,69,69,75,73,65,94,66,16,21,0,0,1,0,0,0,0,0,0,0
WV,POINT PLEASANT,25550,3046757400,Private,1,1,1,1,1,1,03/27/1978,88,93,96,98,61,73,97,97,99,95,92,0,61,60,67,51,77,100,55,13,17,0,0,0,0,0,0,0,0,0,0
WV,FRANKLIN,26807,3043582320,Religious Affiliations,1,1,1,1,0,1,08/02/1979,90,89,99,97,82,87,100,96,99,100,90,0,72,64,70,66,64,90,53,13,17,0,1,0,0,0,0,0,0,0,0
WV,CHARLESTON,25302,3043469667,Proprietary,1,1,1,1,1,1,06/18/1984,91,76,100,99,77,72,80,98,94,86,99,0,65,62,72,55,65,97,59,13,19,0,0,0,0,0,0,0,0,0,0
WV,LEWISBURG,24901,3046451706,Proprietary,1,1,1,0,1,1,01/16/1985,92,65,100,98,59,62,90,99,94,89,99,0,69,64,75,66,66,93,60,12,16,0,0,0,0,0,0,0,0,0,0
WV,BRIDGEPORT,26330,8003399896,Private,1,1,1,1,1,1,04/18/1985,97,92,100,100,71,78,99,100,100,98,99,0,76,67,75,79,79,97,60,13,18,0,0,0,0,0,0,0,0,0,0
WV,BECKLEY,25801,3042532273,Proprietary,1,1,1,1,1,1,04/17/1985,84,90,83,98,67,68,91,100,97,97,100,0,66,59,69,67,73,90,57,17,19,0,0,0,0,1,0,0,0,0,0
WV,BARBOURSVILLE,25504,3047335010,Proprietary,1,1,1,1,1,1,04/30/1985,76,68,95,93,82,76,82,93,87,75,95,0,63,54,67,67,62,84,50,12,16,0,0,0,0,0,0,0,0,0,0
WV,HUNTINGTON,25701,3045262075,Private,1,1,0,1,1,1,08/16/1985,95,98,100,100,70,81,92,100,99,91,99,0,76,66,75,81,78,94,64,16,16,0,1,0,0,0,0,0,0,0,0
WV,CHAPMANVILLE,25508,3048557104,Proprietary,1,1,1,1,0,1,09/16/1985,94,92,100,100,72,69,92,100,95,97,100,0,73,56,65,58,57,93,43,13,24,0,0,1,1,0,0,0,0,0,0
WV,GASSAWAY,26624,3043641063,Private,1,1,0,0,1,1,03/14/1986,94,95,100,100,76,82,96,98,99,100,100,0,65,66,65,58,56,88,48,8,18,0,1,0,0,0,0,0,0,0,0
WV,GLEN DALE,26038,3048433379,Private,1,1,1,0,0,1,07/02/1986,97,99,100,100,76,82,100,99,99,99,99,0,57,52,61,61,62,77,49,11,22,0,0,1,0,0,0,0,0,0,0
WV,ELKINS,26241,3046373628,Proprietary,1,1,1,0,0,1,07/26/1986,94,96,100,99,88,87,98,100,99,99,100,0,63,62,64,67,76,99,48,19,18,0,0,0,0,1,0,0,0,0,0
WV,PETERSBURG,26847,3042571015,Proprietary,1,1,1,1,1,1,09/18/1987,98,90,100,99,63,50,92,100,98,90,100,0,72,70,75,89,71,87,72,14,17,0,0,0,0,0,0,0,0,0,0
WV,SOUTH CHARLESTON,25309,3047663447,Proprietary,1,1,0,0,1,1,10/30/1987,93,81,96,94,65,47,87,96,100,97,98,0,62,61,57,61,64,95,41,11,16,0,0,0,0,0,0,0,0,0,0
WV,PARKERSBURG,26105,3044282554,Proprietary,1,1,1,1,1,1,06/28/1988,92,98,92,100,88,91,99,99,99,99,100,0,60,52,62,68,66,88,57,13,15,0,0,0,0,0,0,0,0,0,0
WV,ROMNEY,26757,8002368322,Other,1,1,1,1,1,1,06/02/1988,89,95,97,98,75,78,95,100,98,85,100,0,67,69,72,73,73,95,59,15,18,0,0,0,0,0,0,0,0,0,0
WV,BECKLEY,25801,3042553373,Private,1,1,0,0,1,1,11/18/1988,92,96,100,99,80,77,100,99,100,100,100,0,61,56,56,56,61,93,43,11,16,0,0,0,0,0,0,0,0,0,0
WV,BLUEFIELD,24701,3043233069,Proprietary,1,1,1,1,1,1,06/03/1990,86,57,100,95,59,58,82,99,88,80,99,0,53,53,57,61,58,84,45,18,18,0,0,0,0,1,0,0,0,0,0
WV,BLUEFIELD,24701,3043232300,Proprietary,1,1,0,1,0,1,07/17/1990,91,94,100,99,64,73,98,99,100,99,96,0,68,61,69,64,66,85,47,14,15,0,0,0,0,0,0,0,0,0,0
WV,NEW MARTINSVILLE,26155,3044555515,Proprietary,1,1,1,1,0,1,02/11/1993,89,73,100,99,78,76,84,99,94,84,100,0,58,65,65,66,62,85,61,20,13,0,0,0,0,1,0,0,0,0,0
WV,PARKERSBURG,26101,3044247172,Proprietary,1,1,1,1,1,0,04/21/1993,94,97,100,100,84,91,98,100,100,100,100,0,58,68,66,51,62,81,65,14,14,0,0,0,0,0,0,0,0,0,0
WV,CHARLESTON,25314,3047200205,Proprietary,1,1,1,1,0,1,01/10/1995,83,77,99,95,70,68,90,98,91,86,98,0,62,51,69,55,53,89,52,8,16,0,0,0,0,0,0,0,0,0,0
WV,DANVILLE,25053,3043691385,Proprietary,1,1,1,1,0,1,04/06/1995,81,74,99,96,54,52,88,98,92,79,99,0,62,54,71,59,72,90,57,12,18,0,0,0,0,0,0,0,0,0,0
WV,MORGANTOWN,26505,3045988900,Proprietary,1,1,1,1,1,1,06/08/1995,98,99,100,96,65,70,99,97,100,100,96,0,81,87,84,92,88,100,63,11,16,0,0,0,0,0,0,0,0,0,0
WV,MORGANTOWN,26505,3042855500,Proprietary,1,1,1,1,1,1,08/03/1995,92,58,100,96,79,67,74,99,92,70,99,0,70,73,73,81,73,91,61,13,16,0,0,0,0,0,0,0,0,0,0
WV,WHEELING,26003,3042434663,Other,1,1,1,1,1,1,10/19/1995,96,99,100,90,82,84,98,99,99,99,99,0,64,71,59,60,66,75,43,15,15,0,0,0,0,0,0,0,0,0,0
WV,WESTON,26452,3042694556,Private,1,1,0,0,0,1,11/02/1995,90,95,99,99,87,96,99,99,100,100,100,0,56,68,68,75,66,91,49,17,23,0,0,1,0,1,0,0,0,0,0
WV,KEARNEYSVILLE,25430,3047281750,Proprietary,1,1,1,0,1,1,09/05/1996,92,91,100,99,81,92,96,99,99,96,97,0,63,55,68,58,66,84,61,14,17,0,0,0,0,0,0,0,0,0,0
WV,FAIRMONT,26554,3043677174,Private,1,1,1,1,1,1,11/21/1996,85,88,100,88,85,76,97,98,99,98,97,0,61,74,75,75,77,89,72,10,17,0,0,0,0,0,0,0,0,0,0
WV,PARKERSBURG,26101,3044229293,Proprietary,1,1,1,1,1,1,02/01/1997,84,49,99,97,73,71,84,99,92,81,99,0,54,48,61,63,60,88,49,11,14,0,0,0,0,0,0,0,0,0,0
WV,CHARLESTON,25304,3043432047,Proprietary,1,1,1,1,1,1,03/13/1997,80,87,77,98,72,69,90,98,97,97,100,0,65,57,71,72,71,94,60,14,17,0,0,0,0,0,0,0,0,0,0
WV,WEIRTON,26062,3047976495,Private,1,1,1,1,1,1,08/20/1997,96,98,99,99,77,79,97,100,100,99,100,0,69,63,75,65,81,92,63,15,22,0,0,1,0,0,0,0,0,0,0
WV,SUMMERSVILLE,26651,3048725328,Proprietary,1,1,1,0,0,0,01/01/1999,94,85,100,99,80,80,90,99,100,99,100,0,56,49,64,53,62,84,49,22,15,0,0,0,0,1,1,0,0,0,0
WV,MORGANTOWN,26508,3042969898,Proprietary,1,1,1,1,1,1,01/19/2001,90,93,88,99,65,67,95,98,99,98,100,0,66,57,68,69,69,82,56,15,18,0,0,0,0,0,0,0,0,0,0
WV,BECKLEY,25801,3042555263,Proprietary,1,1,1,0,1,1,09/16/2003,93,95,100,100,70,68,98,100,100,99,100,0,60,53,64,55,58,86,55,15,17,0,0,0,0,0,0,0,0,0,0
WV,HUNTINGTON,25705,3047339430,Proprietary,1,1,1,1,1,1,09/16/2003,92,88,100,100,81,80,98,99,99,98,100,0,56,52,54,41,55,93,48,13,15,0,0,0,0,0,0,1,0,0,0
WV,CEREDO,25507,3044533590,Religious Affiliations,1,1,1,0,0,1,06/08/2005,96,99,100,100,61,72,100,99,100,98,100,0,71,86,68,59,65,98,39,17,20,0,0,1,0,1,0,0,0,0,0
WV,WILLIAMSON,25661,3042353010,Religious Affiliations,1,1,1,0,0,1,06/15/2005,95,93,100,100,73,70,99,100,99,99,100,0,64,67,77,60,55,88,58,15,23,0,0,1,0,0,0,0,0,0,0
WV,BARBOURSVILLE,25504,3047331626,Proprietary,1,1,1,0,1,1,08/19/2005,90,92,100,100,54,60,100,100,99,100,100,0,60,77,66,57,55,,36,11,19,1,1,0,0,0,0,0,0,0,0
WV,FORT GAY,25514,3046485000,Proprietary,1,1,1,1,1,1,10/14/2005,98,100,100,100,99,100,99,99,99,100,100,0,68,54,67,63,58,,53,13,19,1,1,0,0,0,0,0,0,0,0
WV,SCOTT DEPOT,25560,3047579333,Proprietary,1,1,1,1,0,1,07/27/2006,90,91,100,100,75,74,98,100,100,100,99,0,59,67,61,55,72,100,48,12,17,0,0,0,0,0,0,0,0,0,0
WV,SPENCER,25276,3049276091,Proprietary,1,1,0,0,1,1,05/16/2007,92,69,100,99,75,73,91,100,97,86,100,0,71,71,74,75,68,84,66,11,16,0,0,0,0,0,0,0,0,0,0
WV,CHAPMANVILLE,25508,3048554764,Private,1,1,1,1,1,1,09/19/2007,76,80,99,99,65,75,97,97,100,100,99,0,61,61,51,40,51,,43,3,27,1,1,1,1,0,0,1,0,0,0
WV,KISTLER,25628,3045838692,Private,1,1,0,0,1,1,09/10/2008,90,97,100,100,73,74,98,99,100,99,99,0,68,54,60,52,52,94,51,8,22,0,0,1,0,0,0,0,0,0,0
WV,MOUNDSVILLE,26041,3048431366,Proprietary,1,1,1,0,1,1,07/11/2011,100,100,100,100,71,78,94,100,100,95,100,2,,,45,,,,,,,8,1,,,,,,,,
WV,WHEELING,26003,3042427000,Proprietary,1,1,1,1,1,1,08/28/2012,98,91,95,94,75,83,100,100,100,100,100,0,70,73,66,79,79,,47,15,21,1,1,1,0,0,0,0,0,0,0
WV,PHILIPPI,26416,3044573315,State/County,1,1,0,0,0,0,07/01/1989,95,94,100,99,86,90,100,98,100,100,98,0,41,63,44,77,61,,26,15,12,1,1,0,0,0,0,0,0,1,0
WV,WEST UNION,26456,3048731531,State/County,1,1,0,0,0,1,06/30/1982,93,98,100,100,67,72,95,100,100,100,98,0,54,55,61,57,,,,,,5,1,,,,,0,0,,
WV,RIPLEY,25271,3043725913,Proprietary,1,1,1,1,1,1,04/18/1990,91,60,100,98,67,68,91,99,96,87,100,0,58,41,67,50,49,87,41,9,21,0,0,1,0,0,0,0,0,0,0
WV,MORGANTOWN,26501,3045985151,Proprietary,1,1,1,1,1,1,07/01/1989,76,71,97,90,68,61,79,94,91,75,97,0,54,69,64,66,64,100,49,11,22,0,1,1,0,0,0,0,0,0,0
WV,GRAFTON,26354,3042651288,State/County,1,1,0,1,0,1,01/04/1990,87,96,100,99,79,87,97,100,99,100,99,0,67,70,64,62,63,,49,6,12,1,1,0,0,0,0,0,0,0,0
WI,MILWAUKEE,53227,4143272295,Private,1,1,1,1,1,1,07/01/1966,87,96,99,98,83,88,99,99,100,98,98,0,59,59,61,65,66,87,46,11,17,0,0,0,0,0,0,0,0,0,0
WI,NEENAH,54956,9207272000,Religious Affiliations,1,1,1,1,1,1,07/01/1966,86,96,99,98,77,87,92,99,100,98,100,0,67,71,76,80,72,89,64,13,14,0,0,0,0,0,0,0,0,0,0
WI,APPLETON,54915,9209690919,Private,1,1,1,1,1,1,07/01/1966,89,97,100,99,77,91,98,100,100,100,100,0,64,52,66,70,64,79,49,15,13,0,0,0,0,0,0,0,0,0,0
WI,WAUSAU,54401,7158472600,Private,1,1,1,1,0,1,07/01/1966,99,99,100,100,84,91,100,100,100,100,100,0,70,60,74,73,71,95,53,14,13,0,0,0,0,0,0,0,0,0,0
WI,JANESVILLE,53548,6087542201,Other,1,1,1,1,1,1,07/01/1966,97,100,100,100,85,91,99,100,100,100,100,0,62,56,63,72,64,86,44,17,16,0,0,0,0,1,0,0,0,0,0
WI,CHIPPEWA FALLS,54729,7157267900,State/County,1,1,1,1,0,1,07/01/1966,78,98,100,97,84,90,97,99,97,96,97,0,50,44,56,67,57,,39,14,17,1,1,0,0,0,0,0,0,0,0
WI,KENOSHA,53140,2626568400,Private,1,1,1,1,1,1,07/01/1966,100,99,100,100,76,89,98,100,100,100,100,0,71,81,75,82,76,92,70,13,18,0,0,0,0,0,0,0,0,0,0
WI,LANCASTER,53813,6087236416,State/County,1,1,1,1,0,1,07/01/1966,99,96,100,98,82,92,100,100,100,100,99,0,63,51,54,65,57,99,45,15,9,0,0,0,0,0,0,0,0,0,0
WI,DURAND,54736,7156725961,State/County,1,1,1,1,0,1,09/19/1966,90,100,100,100,54,56,94,100,98,95,98,3,43,,70,86,,,,8,24,4,1,1,1,0,0,0,0,,
WI,BARABOO,53913,6083553290,State/County,1,1,1,1,0,1,01/12/1967,92,89,99,99,63,73,96,95,100,100,92,0,55,29,60,46,,,49,20,24,2,1,1,1,1,0,1,0,0,0
WI,WASHBURN,54891,7153735621,Private,1,1,1,1,0,1,02/04/1969,95,88,99,95,86,83,98,100,99,100,99,0,51,61,47,58,43,82,30,11,10,0,1,0,0,0,0,0,0,1,0
WI,ELLSWORTH,54011,7152736756,State/County,1,1,1,1,0,1,10/13/1970,100,100,100,100,71,86,94,100,96,95,100,2,64,27,66,78,76,,45,,,3,1,,,,,0,0,0,0
WI,MENOMONIE,54751,7152321518,State/County,1,1,0,0,0,1,08/24/1971,86,98,100,98,82,93,97,96,100,100,100,0,44,62,40,63,75,,36,14,14,1,1,0,0,0,0,0,0,0,0
WI,DARLINGTON,53530,6087764895,State/County,1,1,1,1,1,1,04/23/1973,85,96,100,96,71,85,94,99,94,95,99,2,44,17,46,43,32,,25,9,24,1,1,1,1,0,0,1,0,1,0
WI,BELOIT,53511,6083635885,Other,1,1,1,1,1,1,10/01/1973,83,90,76,95,75,80,96,98,100,100,97,0,61,69,69,69,81,88,50,14,11,0,0,0,0,0,0,0,0,0,0
WI,DODGEVILLE,53533,6089307210,Proprietary,1,1,1,1,1,1,04/17/1975,98,99,100,100,82,84,97,100,100,100,100,0,52,55,60,66,78,75,36,12,14,0,1,0,0,0,0,0,0,0,0
WI,MANITOWOC,54220,9206847155,Proprietary,1,1,1,0,0,1,05/01/1976,94,97,100,100,73,81,95,100,99,96,99,0,62,80,75,82,78,86,60,13,10,0,1,0,0,0,0,0,0,0,0
WI,LADYSMITH,54848,7155322299,State/County,1,1,0,0,0,1,06/04/1976,85,100,100,100,74,94,96,100,98,98,100,0,53,57,62,74,73,,36,17,11,1,1,0,0,1,0,0,0,0,0
WI,MILWAUKEE,53224,4143658300,Private,1,1,1,1,1,1,09/09/1976,87,82,99,95,68,60,68,99,92,78,98,0,64,62,65,73,69,85,54,11,18,0,0,0,0,0,0,0,0,0,0
WI,CHILTON,53014,9208491432,State/County,1,1,1,1,0,1,07/20/1976,91,98,100,100,78,52,96,100,99,100,100,0,57,46,60,68,78,,40,10,16,1,1,0,0,0,0,0,0,0,0
WI,GREEN BAY,54301,9204325434,Other,1,1,1,1,1,1,11/01/1977,96,94,100,99,74,91,95,99,98,97,99,0,64,67,67,67,72,92,52,22,15,0,0,0,0,1,1,0,0,0,0
WI,PRAIRIE DU CHIEN,53821,6083572262,Private,1,1,1,1,1,1,05/01/1978,93,94,100,98,79,81,96,100,99,100,97,0,48,51,53,56,73,81,44,17,24,0,1,1,1,1,0,0,0,0,0
WI,OSHKOSH,54904,9202332080,Proprietary,1,1,1,1,0,1,09/01/1978,78,79,100,98,62,59,96,98,99,97,96,0,48,43,57,63,55,93,31,9,17,0,1,0,0,0,0,0,0,1,0
WI,RACINE,53403,2626369036,Proprietary,1,1,1,1,1,1,05/01/1979,97,90,100,99,87,80,94,99,100,93,99,0,64,58,64,67,65,79,51,17,15,0,0,0,0,1,0,0,0,0,0
WI,FOND DU LAC,54936,9209237950,Religious Affiliations,1,1,1,1,1,1,09/26/1980,95,97,100,100,76,85,100,100,100,100,100,0,66,66,66,67,72,90,53,17,15,0,0,0,0,1,0,0,0,0,0
WI,MILWAUKEE,53218,4144644490,Other,1,1,1,1,0,1,12/23/1982,84,89,88,73,83,79,94,89,96,95,70,2,,,,,,,,,,9,1,,,,,,,,
WI,WAUPACA,54981,7152582130,Proprietary,1,1,1,1,0,1,12/09/1982,96,79,100,98,59,52,90,100,96,95,100,0,66,61,69,67,67,89,52,10,16,0,1,0,0,0,0,0,0,0,0
WI,PARK FALLS,54552,7157624600,Proprietary,1,1,1,1,1,1,04/21/1983,90,97,100,95,57,62,100,95,100,100,100,0,,,,,,,,19,13,7,1,0,0,1,0,,,,
WI,GREEN BAY,54301,9204487000,Religious Affiliations,1,1,1,1,1,1,02/29/1984,81,80,100,98,78,81,94,97,98,92,99,0,56,51,60,61,63,72,42,17,17,0,0,0,0,1,0,0,0,0,0
WI,BARABOO,53913,6083567570,Proprietary,1,1,1,1,0,1,08/29/1984,85,79,100,99,74,75,91,99,99,98,100,0,59,53,62,55,57,90,41,14,18,0,0,0,0,0,0,0,0,0,0
